wk_strt_dt,yr_nbr,qtr_nbr,prd,wk_in_yr_nbr,delivery,mtrf_mintemp,mtrf_maxtemp,mtrf_rain,mtrf_temp9am,mtrf_humi9am,mtrf_wind9am,mtrf_pres9am,mtrf_temp3pm,mtrf_humi3pm,mtrf_wind3pm,mtrf_pres3pm,seas_prd_1,seas_prd_2,seas_prd_3,seas_prd_4,seas_prd_5,seas_prd_6,seas_prd_7,seas_prd_8,seas_prd_9,seas_prd_10,seas_prd_11,seas_prd_12
14/10/2022,2022,2,10,42,1.993091652,16.1,26.4,0,21.2,87,7,1016.9,25.7,60,20,1013.5,0,0,0,0,0,0,0,0,0,1,0,0
15/10/2022,2022,2,10,42,2.056013863,18.6,28.1,0.2,25.1,65,11,1016.4,25.9,62,26,1014.2,0,0,0,0,0,0,0,0,0,1,0,0
16/10/2022,2022,2,10,42,2.009275139,17.9,26.7,1.4,23.7,64,15,1018.4,23.3,51,19,1015.3,0,0,0,0,0,0,0,0,0,1,0,0
17/10/2022,2022,2,10,43,2.288069348,17.3,24.1,4,19.3,93,13,1018.4,20.2,76,19,1016,0,0,0,0,0,0,0,0,0,1,0,0
18/10/2022,2022,2,10,43,2.057703477,17.7,25.7,6,23.7,69,28,1018.9,24.7,61,28,1017,0,0,0,0,0,0,0,0,0,1,0,0
19/10/2022,2022,2,10,43,1.643615506,19,23.5,0,21.9,83,20,1018.7,23.3,79,20,1015.1,0,0,0,0,0,0,0,0,0,1,0,0
20/10/2022,2022,2,10,43,1.775183633,19.4,26.9,29.6,20.6,91,6,1017.8,23.3,79,19,1014.6,0,0,0,0,0,0,0,0,0,1,0,0
21/10/2022,2022,2,10,43,2.036298855,20.1,28.6,0.4,25.7,71,20,1015.3,25.6,71,24,1011.3,0,0,0,0,0,0,0,0,0,1,0,0
22/10/2022,2022,2,10,43,2.010780272,19.6,23.9,158.4,20.6,100,28,1011.4,20,100,19,1008.5,0,0,0,0,0,0,0,0,0,1,0,0
23/10/2022,2022,2,10,43,2.188411833,18,29.7,19.2,23.7,68,17,1007.8,29.2,46,19,1004.3,0,0,0,0,0,0,0,0,0,1,0,0
24/10/2022,2022,2,10,44,2.149640741,18.1,29.4,0,25.4,74,7,1009.6,25.7,81,28,1006,0,0,0,0,0,0,0,0,0,1,0,0
25/10/2022,2022,2,10,44,2.222271748,20,29.2,5.8,25.8,71,13,1010.6,26.4,77,31,1005.4,0,0,0,0,0,0,0,0,0,1,0,0
26/10/2022,2022,2,10,44,2.492131285,22.5,32,0,27.3,68,9,1007.5,30.8,58,19,1003.5,0,0,0,0,0,0,0,0,0,1,0,0
27/10/2022,2022,2,10,44,2.223862287,19.8,33.8,0,29.1,56,7,1006.9,30.5,53,28,1002.8,0,0,0,0,0,0,0,0,0,1,0,0
28/10/2022,2022,2,10,44,2.131840983,19.9,32.7,6,27.2,64,13,1008.1,29.9,57,20,1004.1,0,0,0,0,0,0,0,0,0,1,0,0
29/10/2022,2022,2,10,44,2.139210811,19.2,30.4,0,27.3,37,19,1009.6,29.4,38,22,1006.2,0,0,0,0,0,0,0,0,0,1,0,0
30/10/2022,2022,2,10,44,2.136297781,17,31.2,0,27.7,37,13,1012.2,29.9,30,17,1008.9,0,0,0,0,0,0,0,0,0,1,0,0
31/10/2022,2022,2,10,45,1.916531381,18.6,29.7,0,26.7,65,24,1011.8,28.5,61,31,1006.3,0,0,0,0,0,0,0,0,0,1,0,0
1/11/2022,2022,2,11,45,10.38143744,24,24.8,1.2,24.3,99,24,1006.3,22.7,98,11,1003,0,0,0,0,0,0,0,0,0,0,1,0
2/11/2022,2022,2,11,45,11.64288079,17.5,25.2,11,21,37,30,1011.1,24.6,26,15,1009,0,0,0,0,0,0,0,0,0,0,1,0
3/11/2022,2022,2,11,45,11.93171109,12,25.3,0,20.7,32,19,1017.8,24.3,29,17,1014.4,0,0,0,0,0,0,0,0,0,0,1,0
4/11/2022,2022,2,11,45,12.49867289,13.1,26.8,0,22.2,53,24,1021.8,25.3,44,28,1019.7,0,0,0,0,0,0,0,0,0,0,1,0
5/11/2022,2022,2,11,45,14.18080573,17.4,26.5,0.2,22.5,62,30,1024.1,24.8,45,31,1020.5,0,0,0,0,0,0,0,0,0,0,1,0
6/11/2022,2022,2,11,45,10.43098267,15.9,27.3,0,23.7,61,28,1022,25.6,45,30,1018.3,0,0,0,0,0,0,0,0,0,0,1,0
7/11/2022,2022,2,11,46,10.33152073,15.4,26.8,0,24,48,26,1019.5,19.3,77,6,1016.8,0,0,0,0,0,0,0,0,0,0,1,0
8/11/2022,2022,2,11,46,9.687832992,14.8,26.9,,24.2,53,24,1016.7,24.2,47,22,1014.6,0,0,0,0,0,0,0,0,0,0,1,0
9/11/2022,2022,2,11,46,10.69239362,15.3,26.7,0,23.4,55,22,1018.2,25,47,33,1015.3,0,0,0,0,0,0,0,0,0,0,1,0
10/11/2022,2022,2,11,46,11.5853358,16.5,26.9,0,23,59,20,1018.7,23.7,49,28,1015.5,0,0,0,0,0,0,0,0,0,0,1,0
11/11/2022,2022,2,11,46,11.01278736,14.7,27,0,23.9,44,20,1016.2,26.2,32,20,1012.5,0,0,0,0,0,0,0,0,0,0,1,0
12/11/2022,2022,2,11,46,12.66353026,14.6,28.6,0,25,55,11,1015.3,27.4,44,20,1012.2,0,0,0,0,0,0,0,0,0,0,1,0
13/11/2022,2022,2,11,46,10.79405617,15.6,29,0,26.2,58,17,1015.5,26.8,53,20,1012,0,0,0,0,0,0,0,0,0,0,1,0
14/11/2022,2022,2,11,47,12.84568613,18.9,28.6,0,26.2,60,24,1012.6,27.5,59,28,1008.4,0,0,0,0,0,0,0,0,0,0,1,0
15/11/2022,2022,2,11,47,10.16923142,20.8,33.3,0,28,62,11,1009,31.4,56,24,1005.2,0,0,0,0,0,0,0,0,0,0,1,0
16/11/2022,2022,2,11,47,11.31821748,21.8,32,0,27.8,39,17,1008.9,29.7,42,13,1005.2,0,0,0,0,0,0,0,0,0,0,1,0
17/11/2022,2022,2,11,47,12.64145908,16.3,27.4,0,22.5,27,24,1012.3,26.6,23,13,1009.1,0,0,0,0,0,0,0,0,0,0,1,0
18/11/2022,2022,2,11,47,14.2017226,13.3,27,0,24.3,40,9,1014.5,25,42,24,1011,0,0,0,0,0,0,0,0,0,0,1,0
19/11/2022,2022,2,11,47,10.88414808,14.9,29.1,0,24.9,58,19,1013.6,26.6,58,30,1009.4,0,0,0,0,0,0,0,0,0,0,1,0
20/11/2022,2022,2,11,47,11.87249617,23.7,30.9,0,27,68,33,1009.9,27.7,69,35,1005.8,0,0,0,0,0,0,0,0,0,0,1,0
21/11/2022,2022,2,11,48,11.85853321,23.2,33.2,0,28.6,71,13,1009,26.1,91,13,1005.8,0,0,0,0,0,0,0,0,0,0,1,0
22/11/2022,2022,2,11,48,11.88627853,21.1,30.4,5.8,23.7,39,17,1013.7,28.3,28,9,1011,0,0,0,0,0,0,0,0,0,0,1,0
23/11/2022,2022,2,11,48,11.40434782,17.7,28.3,0,24.7,57,7,1016,26,60,11,1015,0,0,0,0,0,0,0,0,0,0,1,0
24/11/2022,2022,2,11,48,11.93574543,19.9,27.4,0,25.7,42,6,1017.3,26.9,33,15,1015.4,0,0,0,0,0,0,0,0,0,0,1,0
25/11/2022,2022,2,11,48,12.18214363,18.5,31.9,0,27.4,41,9,1017.4,30.6,31,22,1013,0,0,0,0,0,0,0,0,0,0,1,0
26/11/2022,2022,2,11,48,12.41238583,17.6,32.1,0,27.2,58,13,1013.6,29.5,49,24,1008.7,0,0,0,0,0,0,0,0,0,0,1,0
27/11/2022,2022,2,11,48,11.13270213,20.9,30.8,0,28.8,55,26,1010.5,29.6,43,33,1007,0,0,0,0,0,0,0,0,0,0,1,0
28/11/2022,2022,2,11,49,10.39875216,23,30.2,0,27.5,61,17,1008.4,28.8,60,31,1005.2,0,0,0,0,0,0,0,0,0,0,1,0
29/11/2022,2022,2,11,49,12.01867953,21.5,25.6,8,25.4,78,15,1009.1,24.3,88,9,1007.1,0,0,0,0,0,0,0,0,0,0,1,0
30/11/2022,2022,2,11,49,12.72319452,20.9,28.5,10,21.4,100,24,1011.4,20.4,94,33,1007.6,0,0,0,0,0,0,0,0,0,0,1,0
1/12/2022,2022,2,12,49,408.2099308,17.2,22.8,1.7,17.6,97,20,1004.7,18.3,96,26,1003.8,0,0,0,0,0,0,0,0,0,0,0,1
2/12/2022,2022,2,12,49,457.1933377,15.9,26.3,2.6,22.6,63,20,1007.5,24.8,57,25,1006.7,0,0,0,0,0,0,0,0,0,0,0,1
3/12/2022,2022,2,12,49,392.579866,15.6,26.4,0,23.2,57,19,1011.9,24.6,48,25,1010.2,0,0,0,0,0,0,0,0,0,0,0,1
4/12/2022,2022,2,12,49,367.6617784,15.7,27.8,0.6,24.5,62,19,1011.7,26,57,25,1008.5,0,0,0,0,0,0,0,0,0,0,0,1
5/12/2022,2022,2,12,50,495.8391954,18.9,29.1,0,23.7,66,19,1010.4,27.5,56,20,1006.5,0,0,0,0,0,0,0,0,0,0,0,1
6/12/2022,2022,2,12,50,439.6755693,17.6,32.5,,28.1,54,13,1009.1,30.5,52,26,1005.2,0,0,0,0,0,0,0,0,0,0,0,1
7/12/2022,2022,2,12,50,412.3450543,20.1,35.4,0,30.3,51,9,1008.4,31.4,51,24,1004.9,0,0,0,0,0,0,0,0,0,0,0,1
8/12/2022,2022,2,12,50,431.0060165,22.9,32.2,0,28.9,64,15,1006.6,28.4,74,39,1002.1,0,0,0,0,0,0,0,0,0,0,0,1
9/12/2022,2022,2,12,50,399.8857828,20.5,29.3,7,26.4,65,15,1010.1,28,58,24,1007.7,0,0,0,0,0,0,0,0,0,0,0,1
10/12/2022,2022,2,12,50,373.9440138,20.4,28.7,0,24.6,72,17,1013.9,26.4,61,26,1011.7,0,0,0,0,0,0,0,0,0,0,0,1
11/12/2022,2022,2,12,50,474.3061334,19.6,29.3,0,25.1,68,19,1014.6,28.7,51,17,1011.9,0,0,0,0,0,0,0,0,0,0,0,1
12/12/2022,2022,2,12,51,472.3944501,19.6,31.2,0,27,69,20,1012.4,30,58,26,1008.4,0,0,0,0,0,0,0,0,0,0,0,1
13/12/2022,2022,2,12,51,473.1029492,24.5,32.3,0,29.2,64,19,1009,30.5,64,28,1005.7,0,0,0,0,0,0,0,0,0,0,0,1
14/12/2022,2022,2,12,51,429.1556867,22.8,30.9,37.4,26.8,78,11,1007.4,27.2,73,15,1003.8,0,0,0,0,0,0,0,0,0,0,0,1
15/12/2022,2022,2,12,51,373.5717584,18.3,29.6,0,24.8,37,13,1007.8,28.6,28,13,1004.6,0,0,0,0,0,0,0,0,0,0,0,1
16/12/2022,2022,2,12,51,418.5376649,18.9,29.7,0,26.8,64,11,1009.4,28.4,46,19,1007.4,0,0,0,0,0,0,0,0,0,0,0,1
17/12/2022,2022,2,12,51,377.9889691,19.2,28.5,0,25.5,61,22,1013.6,27.1,56,28,1012,0,0,0,0,0,0,0,0,0,0,0,1
18/12/2022,2022,2,12,51,437.9707281,18.7,27.7,0,25.6,51,26,1016.1,25.5,56,31,1014,0,0,0,0,0,0,0,0,0,0,0,1
19/12/2022,2022,2,12,52,447.5312409,17.2,26.8,0,24.4,59,22,1016.6,24.4,60,28,1014.7,0,0,0,0,0,0,0,0,0,0,0,1
20/12/2022,2022,2,12,52,409.4667583,17,27.7,0,24.3,62,24,1016.1,25.8,58,35,1013.1,0,0,0,0,0,0,0,0,0,0,0,1
21/12/2022,2022,2,12,52,485.0066318,16.5,27.4,0,24.2,48,24,1015.1,26.5,48,22,1012.7,0,0,0,0,0,0,0,0,0,0,0,1
22/12/2022,2022,2,12,52,414.3298773,16.9,28,0,25.6,47,19,1016.1,25.6,49,20,1013.6,0,0,0,0,0,0,0,0,0,0,0,1
23/12/2022,2022,2,12,52,405.9561994,16.6,28.4,0,26.2,56,9,1014.9,26.8,46,17,1011.9,0,0,0,0,0,0,0,0,0,0,0,1
24/12/2022,2022,2,12,52,419.4903868,20.1,26,0,24,79,7,1013.1,25.9,67,7,1011.4,0,0,0,0,0,0,0,0,0,0,0,1
25/12/2022,2022,2,12,52,395.7066445,20.7,28,0.4,24.3,79,9,1013.9,27.1,59,17,1013.1,0,0,0,0,0,0,0,0,0,0,0,1
26/12/2022,2022,2,12,53,478.0116436,19.8,29.5,0,25.5,68,26,1017.3,28.5,54,35,1015.7,0,0,0,0,0,0,0,0,0,0,0,1
27/12/2022,2022,2,12,53,439.2314728,19.6,29.3,0,27.2,54,39,1016.9,27.8,47,35,1015,0,0,0,0,0,0,0,0,0,0,0,1
28/12/2022,2022,2,12,53,439.0866551,17.9,29.6,0,25.3,56,28,1013.4,28.1,40,35,1010.6,0,0,0,0,0,0,0,0,0,0,0,1
29/12/2022,2022,2,12,53,390.5776366,17.8,30.8,0,25.4,61,17,1011.5,26.8,55,24,1008.9,0,0,0,0,0,0,0,0,0,0,0,1
30/12/2022,2022,2,12,53,474.3194958,22.5,30.4,0,24.3,84,28,1010.6,26.1,77,31,1007.9,0,0,0,0,0,0,0,0,0,0,0,1
31/12/2022,2022,2,12,53,433.3444107,21.1,30.8,0.6,26.4,60,24,1011.1,28.6,54,30,1009.3,0,0,0,0,0,0,0,0,0,0,0,1
1/01/2023,2023,3,1,1,4.758180714,19.2,30.4,0,27.5,55,26,1011.2,28.8,52,30,1009.2,1,0,0,0,0,0,0,0,0,0,0,0
2/01/2023,2023,3,1,2,6.101947012,19,29.4,0,26.4,57,20,1010.8,28.4,49,26,1007.5,1,0,0,0,0,0,0,0,0,0,0,0
3/01/2023,2023,3,1,2,5.426361162,17.7,30.6,0,26.1,47,7,1007.7,29.2,44,22,1003.8,1,0,0,0,0,0,0,0,0,0,0,0
4/01/2023,2023,3,1,2,5.312649876,20.2,32.4,0,29,59,20,1004.6,31.8,56,33,1000.6,1,0,0,0,0,0,0,0,0,0,0,0
5/01/2023,2023,3,1,2,4.811242021,21.7,26.6,19.2,23.2,95,9,1004.3,24.5,89,7,1003.4,1,0,0,0,0,0,0,0,0,0,0,0
6/01/2023,2023,3,1,2,5.113880349,21.8,29.7,3,24.7,85,13,1005.6,28.4,63,28,1003.8,1,0,0,0,0,0,0,0,0,0,0,0
7/01/2023,2023,3,1,2,5.5021364,20.1,30,0,25.8,65,28,1007.4,28.7,50,31,1005.2,1,0,0,0,0,0,0,0,0,0,0,0
8/01/2023,2023,3,1,2,5.251154366,19.9,30.9,0,27.5,61,19,1010.8,29.4,53,19,1008.3,1,0,0,0,0,0,0,0,0,0,0,0
9/01/2023,2023,3,1,3,4.950189705,21.5,29.4,0,25.4,78,9,1012.5,28.1,65,17,1009.1,1,0,0,0,0,0,0,0,0,0,0,0
10/01/2023,2023,3,1,3,5.977737739,23.2,29.7,1.8,27.5,73,9,1010.6,28.6,66,19,1007.4,1,0,0,0,0,0,0,0,0,0,0,0
11/01/2023,2023,3,1,3,4.493785011,21,28.5,9.2,27,58,20,1012.5,27,55,19,1010.3,1,0,0,0,0,0,0,0,0,0,0,0
12/01/2023,2023,3,1,3,5.169141617,21.1,29.6,0,26.9,64,19,1014.2,28.1,50,26,1012.2,1,0,0,0,0,0,0,0,0,0,0,0
13/01/2023,2023,3,1,3,5.756011956,21.1,27,0.6,24.8,77,20,1014.8,21.5,94,20,1013.7,1,0,0,0,0,0,0,0,0,0,0,0
14/01/2023,2023,3,1,3,4.948598063,20.4,24.6,14.6,23.9,83,20,1014.6,22,94,22,1013.2,1,0,0,0,0,0,0,0,0,0,0,0
15/01/2023,2023,3,1,3,5.562823695,20.7,26,2.6,22.6,96,17,1014.8,24.9,82,24,1013.3,1,0,0,0,0,0,0,0,0,0,0,0
16/01/2023,2023,3,1,4,5.509333102,21.6,26.3,4.6,24,98,17,1015.5,23.3,98,24,1014.2,1,0,0,0,0,0,0,0,0,0,0,0
17/01/2023,2023,3,1,4,5.053657657,20.9,27,8.8,22.8,99,15,1014.5,22.8,100,22,1011.8,1,0,0,0,0,0,0,0,0,0,0,0
18/01/2023,2023,3,1,4,6.210234971,20,29.6,20.6,26.3,65,31,1011.4,28.3,52,31,1007.2,1,0,0,0,0,0,0,0,0,0,0,0
19/01/2023,2023,3,1,4,5.368411362,18,30.2,0,26.3,57,15,1008.2,29.5,44,13,1004.7,1,0,0,0,0,0,0,0,0,0,0,0
20/01/2023,2023,3,1,4,4.761594967,20.2,30.3,0,26.7,68,17,1008.5,29.1,54,24,1006.8,1,0,0,0,0,0,0,0,0,0,0,0
21/01/2023,2023,3,1,4,5.202679424,20,29.8,0,26.4,61,24,1011.4,28.8,50,28,1009.4,1,0,0,0,0,0,0,0,0,0,0,0
22/01/2023,2023,3,1,4,4.826251329,19.1,29.8,0,26.3,65,19,1011.3,28.2,56,19,1009.4,1,0,0,0,0,0,0,0,0,0,0,0
23/01/2023,2023,3,1,5,4.909142653,20,31,0,27.5,64,11,1011.7,30.4,47,17,1009.4,1,0,0,0,0,0,0,0,0,0,0,0
24/01/2023,2023,3,1,5,5.317493426,20.8,31,0,27,64,4,1012.6,30.1,47,17,1009.2,1,0,0,0,0,0,0,0,0,0,0,0
25/01/2023,2023,3,1,5,4.27441936,21,31.7,0,27.7,66,7,1012.8,29.9,48,22,1010.5,1,0,0,0,0,0,0,0,0,0,0,0
26/01/2023,2023,3,1,5,5.486008981,21.4,31.9,0,28.5,65,7,1014.1,30.1,55,19,1012.2,1,0,0,0,0,0,0,0,0,0,0,0
27/01/2023,2023,3,1,5,5.000578973,22.9,30.4,0,27.5,75,13,1014.6,28.7,55,15,1012.1,1,0,0,0,0,0,0,0,0,0,0,0
28/01/2023,2023,3,1,5,5.114614483,21.4,33.1,0,29.4,62,9,1014.1,31.8,44,20,1010.3,1,0,0,0,0,0,0,0,0,0,0,0
29/01/2023,2023,3,1,5,5.377886736,20.9,31.5,0,28.5,61,11,1014.8,30.3,54,20,1012.1,1,0,0,0,0,0,0,0,0,0,0,0
30/01/2023,2023,3,1,6,5.501979624,20.7,32,0,27.9,65,9,1013.1,31.1,46,17,1008.7,1,0,0,0,0,0,0,0,0,0,0,0
31/01/2023,2023,3,1,6,5.006633066,23.9,31.7,0,27.4,68,22,1007.4,29.6,65,28,1002.8,1,0,0,0,0,0,0,0,0,0,0,0
1/02/2023,2023,3,2,6,7.429360409,25.7,31,0,26.3,92,28,1002.6,27.1,98,17,999.4,0,1,0,0,0,0,0,0,0,0,0,0
2/02/2023,2023,3,2,6,9.282390314,23.7,32,8.6,28.6,80,13,1000.1,30.2,70,20,996.3,0,1,0,0,0,0,0,0,0,0,0,0
3/02/2023,2023,3,2,6,8.811311261,23.3,31.7,41.2,28.3,80,6,998.9,31.2,76,15,997.5,0,1,0,0,0,0,0,0,0,0,0,0
4/02/2023,2023,3,2,6,7.691218105,26,31.5,0,29.8,69,13,1005.1,29.4,65,7,1004.3,0,1,0,0,0,0,0,0,0,0,0,0
5/02/2023,2023,3,2,6,8.151439683,23.6,31.8,0,28,78,28,1011.3,29.7,67,28,1009.9,0,1,0,0,0,0,0,0,0,0,0,0
6/02/2023,2023,3,2,7,8.992039495,23.8,29.7,0,27.4,78,24,1013.4,27.5,70,33,1012,0,1,0,0,0,0,0,0,0,0,0,0
7/02/2023,2023,3,2,7,9.425356051,21.8,30.9,0,27.9,60,30,1012.3,29.4,53,35,1009.7,0,1,0,0,0,0,0,0,0,0,0,0
8/02/2023,2023,3,2,7,8.404884497,21.1,30,0,27.5,53,33,1010.6,29,48,31,1008.3,0,1,0,0,0,0,0,0,0,0,0,0
9/02/2023,2023,3,2,7,9.601775991,21.2,30,1,26.7,60,30,1008.5,29.2,52,33,1005.4,0,1,0,0,0,0,0,0,0,0,0,0
10/02/2023,2023,3,2,7,7.116845198,21.6,32.6,0,27.7,62,26,1004.3,32,39,17,1001.3,0,1,0,0,0,0,0,0,0,0,0,0
11/02/2023,2023,3,2,7,8.373026535,20.3,32,0,26.7,56,13,1007.5,30.4,46,19,1004.6,0,1,0,0,0,0,0,0,0,0,0,0
12/02/2023,2023,3,2,7,8.283772054,19.1,33.7,0,27.8,65,9,1006.8,31.3,55,28,1002.5,0,1,0,0,0,0,0,0,0,0,0,0
13/02/2023,2023,3,2,8,8.14423509,25.1,34.5,0,30.9,66,15,1005.3,31.7,64,30,1002.4,0,1,0,0,0,0,0,0,0,0,0,0
